ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Latitude|Longitude|Location|Agency_Associated_With|Neighborhood|Modified_on|Quality_Rating|Availability_Level
210|Marillac St. Vincent Family Services - St. Vincent DePaul Center|elportal|''|2145 N. Halsted St|0|0|0|312-943-6776|www.marillacstvincent.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
211|Mary Crane Center - Lake and Pulaski|The Mary Crane Center promotes the comprehensive early development of children through school-readiness programs  personal enrichment activities  and family support services.|''|316 N Pulaski Rd|Chicago|IL|60624|(773) 265-5954|http://www.marycrane.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
212|Mary Crane Center - North|The Mary Crane Center promotes the comprehensive early development of children through school-readiness programs  personal enrichment activities  and family support services.|''|2905 N Leavitt Ave|Chicago|IL|60618|(773) 938-8131|http://www.marycrane.org|''|False|False|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
213|Mary Crane Center - Molade Center|The Mary Crane Center promotes the comprehensive early development of children through school-readiness programs  personal enrichment activities  and family support services.|''|1120 N Lamon Ave|Chicago|IL|60651|(773) 265-7365|http://www.marycrane.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
214|Mary Crane Center - Morse|0|''|1545 W Morse Ave |Chicago|IL|60626|(773) 262-1390|0|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
215|McCann's DayCare Center|McCann's Day Care Center has been caring  nurturing and supporting familes in our community since 1975. \nOur goal has been to stimulate developmental growth of young children by offering age appropriate experiences in a safe and nurturing environment. \nOur goals are to encourage independence high se|''|8612 S Stony Island Ave|Chicago|IL|60617|(773)-375-7932|http://Under Construction|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English|''|''|''|''|''|''|''|Jun 27 2016  9:37PM|''|Medium
216|Metropolitan Family Services - Learning and Wellness Center|0|''|5338 S Loomis Blvd|Chicago|IL|60609|(773) 535-0101|0|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
217|Metropolitan Family Services - Midway Children's Center|Metropolitan Family Services empowers families to learn  to earn  to heal  to thrive. Part mentor  part motivator  part advocate  Metropolitan provides a wide variety of programs and services designed to strengthen families and help them realize their full potential.  Programs range in variety from |''|3215 W 63rd St|Chicago|IL|60629|(773) 884-2350|http://www.metrofamily.org|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
218|Metropolitan Family Services - Midway Headstart Center|elportal|''|6422 S. Kedzie|0|0|0|773-884-2400|www.metrofamily.org|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Spanish|''|COA, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
219|Metropolitan Family Services - North Children's Center|Metropolitan Family Services empowers families to learn  to earn  to heal  to thrive. Part mentor  part motivator  part advocate  Metropolitan provides a wide variety of programs and services designed to strengthen families and help them realize their full potential.  Programs range in variety from |''|3255 N Central Ave|Chicago|IL|60634|(773) 371-3770|http://www.metrofamily.org|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
220|Montessori Foundations of Chicago|Archer Ave. Learning Station has revolutionized childcare on the near southwest side of Chicago by offering a Montessori based curriculum in addition to offering child care programs. We opened in October 2009 to serve the community with a belief that a good quality Montessori education should be att|''|3575 S Archer Ave|Chicago|IL|60609|(773) 254-KIDS|http://www.learning-station.net|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|Chinese (Simplified), Chinese (Traditional), Philipino (Tagalog), Polish, Russian, Spanish|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
221|Montessori School of Englewood|0|''|6550 S Seeley Ave  Annex Bldg|Chicago|IL|60636|(773) 535-9255|0|''|True|True|''|''|''|''|8:00am-3:15pm|''|''|''|''|''|English, Spanish|''|''|''|''|''|''|''|Jun 27 2016  9:37PM|''|High
222|Mosaic Early Childhood Academy|Mosaic Early Childhood Academy has been established for children between the ages of 6 weeks to 12 years of age. Our center would like to provide a warm  loving  growing  and stimulating atmosphere for children. Our primary goals are to make your child's first experience with school an enjoyable one|''|5332 W Addison St|Chicago|IL|60641|(773) 777-7411|http://www.mosaicearlychildhoodcenter.com|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Hindi, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
223|Mother's Touch Day Care|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Mother's Touch.  Through this partnership  Mother's Touch offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting families |''|2501 W 71st St|Chicago|IL|60628|(773) 436-3177|0|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
224|New Pisgah Day Care|New Pisgah Day Care has been  committed to ensuring quality instruction in a nurturing and safe environment since 1977.\n\nWe provide quality instruction using Creative Curriculum  which provides a hands-on approach that implements discovery through play.\n\nWe equip our students with the necessary deve|''|8130 S Racine Ave|Chicago|IL|60620|(773) 873-5392|http://www.newpisgahcso.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|Awards of Excellence|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
225|The Learning Tree Preschool - GIA|It is our mission is for our students to gain their knowledge through play  socializing  conversing  questioning  creating  exploring  and respect for others.|''|8233 S Pulaski Rd|Chicago|IL|60652|773 884-3345|http://learningtree.com|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
226|The Learning Tree Preschool - NIA|It is our mission to assist children in gaining knowledge through play  socializing  conversing  questioning  creating  exploring  and respect for others.|''|8128 S Kedzie Ave|Chicago|IL|60652|773 778-8802|http://learningtree.com|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
227|North Avenue Day Nursery|North Avenue Day Nursery is committed to providing high quality childcare and educational programs primarily to the children of working families who are eligible for Federal and State subsidized care.  The nursery's programs are designed for children from infancy through the age of 10 years and aim |''|2001 W Pierce Ave|Chicago|IL|60622|(773) 342-4499|http://nadnkids.org|''|False|True|''|''|''|''|7:00am-5:45pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
229|Northwestern University Settlement House|Our mission is to nurture  educate  and inspire children and families in need  empowering them to take personal responsibility and attain self-sufficiency. We provide  West Town and Humboldt Park communities with wrap around social services  education  and arts programs. Our highest priority is  sch|''|1400 W Augusta Blvd|Chicago|IL|60642|(773) 278-7471|http://www.nush.org|''|True|True|''|''|''|''|8:00am-5:30pm|''|''|''|''|''|English, Spanish, Hindi|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
230|One Hope United - Bridgeport Child Development Center|Bridgeport Child Development Center has been providing the community with the highest quality early education and care for more than 30 years. Our center is accredited by the prestigious National Association for the Education of Young Children (NAEYC) and provides individualized care for children  i|''|3053 S Normal Ave|Chicago|IL|60616|(312) 842-5566|http://www.onehopeunited.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Chinese (Simplified), Chinese (Traditional), Spanish|''|Awards of Excellence, COA, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
231|One Hope United - Bridgeport Child Development Center II|Bridgeport Child Development Center II  an annex to the South Loop's Bridgeport Child Development Center  offers five spacious  inviting classrooms rich with materials and activities for children ages 2-12 years old  including those with special needs. Bridgeport II also features a studio  where chi|''|514 W 31st St|Chicago|IL|60616|(312) 949-4015|http://www.onehopeunited.org|''|False|True|''|''|''|''|7:30am-6:00pm|''|''|''|''|''|English, Chinese (Simplified), Chinese (Traditional), Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
232|One Hope United - Edgewater Early Learning Center|Edgewater Early Learning Center  located in the North Shore Baptist Church  was acquired from the YWCA in 2006 and has been serving families in Chicago's Edgewater/ Andersonville neighborhood with the highest quality early education and care for more than 30 years. Our center is accredited by the Na|''|5244 N Lakewood Ave|Chicago|IL|60640|(773) 907-0278|http://www.onehopeunited.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Greek, Spanish, Thai|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
233|Onward Neighborhood House - Belmont Cragin|Onward Neighborhood House provides children with a learning environment that will assist them in advancing socially  intellectually  physically  and emotionally in a manner appropriate to their age and developmenal stage. Many parent engagement opportunities are available throughout the program year|''|5423 W Diversey St|Chicago|IL|60639|(773) 622-3215|http://www.onwardneighborhoodhouse.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish, Ukrainian, Korean|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
234|Ounce of Prevention - Educare|Educare  operated by the Ounce of Prevention Fund  serves 149 children ages six weeks to 5 and low-income families living in Grand Boulevard and surrounding community areas with a unique early learning and development approach designed to ensure school readiness and success. We focus on building eff|''|5044 S Wabash Ave|Chicago|IL|60615|(773) 924-2334|www.ounceofprevention.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
235|Passages Charter School|Passages Charter School serves low-income and minority children of refugee families from around the world. All children have an innate ability to learn when they are provided with the supports and resources needed to succeed. Having thirty five different languages spoken at Passages brings uniquenes|''|1643 W Bryn Mawr Ave|Chicago|IL|60660|(773) 433-3530|http://passagescharterschool.com|''|True|True|''|''|''|''|7:00am-3:45pm (afterschool program available until 5:30pm)|''|''|''|''|''|English, Albanian, Arabic, Bosnian, Italian, Philipino (Tagalog), Spanish, Turkish, Urdu, Assyrian, |''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
236|Pathways to Learning CC 1|Our mission is to invest in children in the under served communities in the Chicago region to help them discover and realized their full potential. Our goal is to provide an exceptional program to children from infancy to 6 years old. The fundamental premise for reaching the young mind is consistent|''|3450 W 79th St|Chicago|IL|60652|(773) 436-9244|http://Pathwaystolearningccc.com|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
237|Pathways To Learning Child Care Centers - Kedzie|0|''|6535 S Kedzie Ave|Chicago|IL|60629|(773) 778-0017|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
238|Rachel's Learning Center - Austin|0|''|5242 W North Ave|Chicago|IL|60639|(773) 237-1444|0|''|True|False|''|''|''|''|6:00am-7:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
239|Rachel's Learning Center - North Lawndale|0|''|3430 W Roosevelt Rd|Chicago|IL|60624|(773) 533-0444|0|''|True|False|''|''|''|''|6:00am-7:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
240|Salvation Army - Red Shield|0|''|945 W 69th St|Chicago|IL|60621|(773) 832-4716|0|''|False|True|''|''|''|''|7:00am-5:30pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
241|South East Asia - International Bridge School|South-East Asia Center?s International Bridge School\nprovides learning programs for children ages 2-13.* The Bridge is Gold Rated by\nExceleRate Illinois.  The Bridge is\nlocated  at 5120 North Broadway (a\nChicago-designated  historic landmark\nsite)  one at 1124 West Ainslie Street and another one at |''|1124 W Ainslie Street|Chicago|IL|60640|(773) 989-7433|www.se-asiacenter.org|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Amharic, Arabic, Chinese (Simplified), Chinese (Traditional), Spanish, Vietnamese|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
242|Stepping Stones Early Childhood Center|VISION Statement\nBuilding minds  changing lives in our community.MISSION Statement\nOur mission is to provide lots of love to children whose parents have to work or attend school to meet the demands of our society.  We prepare their children to enter kindergarten on a level playing field. By doing th|''|1300 E 75th St|Chicago|IL|60619|(773) 493-0000|http://www.Steppingstoneseclc.org|''|False|True|''|''|''|''|6:30am-6:30pm|''|''|''|''|''|English|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
243|Teddy Bear I|Teddy Bear's mission is to provide a stimulating environment for young chldren to grow and develop as they absorb mass amounts of information through their experiences in their early years. It is our belief that through developmentally appropriate education  care  and nurturing that children will pr|''|2649 W 51st St|Chicago|IL|60632|(773) 476-0700|http://teddybeardaycare.com|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
244|Teddy Bear II|Teddy Bear's mission is to provide a stimulating environment for young chldren to grow and develop as they absorb mass amounts of information through their experiences in their early years. It is our belief that through developmentally appropriate education  care  and nurturing that children will pr|''|3473 W Columbus Ave|Chicago|IL|60652|(773) 434-2327|http://teddybeardaycare.com|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
245|Teddy Bear III|our mission is to continue to learn more about children and gain a better understanding of our children of tomorrow. Our love and respect for children will never change. We are here to work with parents to provide quality care for their children. We are  trusted by many parents everyday and reminded|''|6401 S Pulaski Rd|Chicago|IL|60629|(773) 284-2292|http://teddybeardaycare.com|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
246|Teddy Bear V|Teddy Bear V believes children have four basic needs-physical  emotional  social and intellectual.  All of these needs are extremely significant in a child's development.  Furthermore we recognize each child we encounter is a unique human being.  With that in mind we use a large variety of teaching |''|5160 S Pulaski Rd|Chicago|IL|60632|(773) 284-7030|http://teddybeardaycare.com|''|False|True|''|''|''|''|6:30am-6:00pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
247|Trinity United Church of Christ - Wright|0|''|532 W 95th St|Chicago|IL|60628|(773) 966-1503|www.tuccchildcarecenter.com|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
248|Trinity United Church of Christ - Deton Brooks|Trinity UCC will provide children and families with a holistic  fiscally sound child development experience offering an organic approach to excellent African -Centered education in a social service environment|''|6921 S Stony Island Ave|Chicago|IL|60617|(773) 966-1596|http://www.tuccchildcarecenter.com|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
249|V & J Day Care Center|0|''|1 E 113th St|Chicago|IL|60628|(773) 785-3940|0|''|True|False|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
250|Wee Care Nursery School & Kindergarten|Wee Care is nationally accredited. We offered a well rounded  inclusive program to children and families that we serve.|''|1845 E 79th St|Chicago|IL|60649|(773) 221-4442|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
251|West Austin Development Center|West Austin Development Center is dedicated to the development of young minds. Our principle goal is to produce highly esteemed students who grow into life long learners. We provide an academic based curriculum  an array of age appropriate materials which allow children to explore and learn freely.\n|''|4920 W Madison St|Chicago|IL|60644|(773) 378-1395|http://thepremierchildcare.com|''|False|True|''|''|''|''|8:30am-3:30pm|''|''|''|''|''|English|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
252|Whiz Kids Nursery Center|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Whiz Kids.  Through this partnership  Whiz Kids offers high quality early childhood education in a safe  licensed child care facility dedicated to supporting families and helpin|''|518 W 103 St|Chicago|IL|60628|(773) 233-9445|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
253|YMCA - Effie O. Ellis|elportal|''|10 S. Kedzie|0|0|0|773-533-9011|www.ymcachicago.org/programs/child-care-education|''|False|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
254|YMCA - Garfield|Garfield offers year around  full day child care to families in the West Garfield  East Garfield  North and South Lawndale Areas.  We have programs for children 2-5 years old that consist of Head Start  Early Head Start and Preschool for All.  All classrooms have the optimal teacher/child ratios and|''|7 N Homan Ave|Chicago|IL|60624|(773) 265-3900|http://www.ymcachicago.org/Garfield|''|False|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|English|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
255|YMCA - High Ridge|High Ridge is located in the culturally diverse community of Rogers Park; the YMCA High Ridge Child Development Center is a one stop shop for its families.   The High Ridge activity center has an exercise facility on the premises for the community and families.  All enrolled families receive a free |''|2424 W Touhy Ave|Chicago|IL|60645|(773) 262-8300|http://www.ymcachicago.org/HighRidge|''|True|True|''|''|''|''|7:30am-6:00am|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
256|YMCA - Jeanne Kenney|The mission of Jeanne Kenney YMCA Day Care Center provides accessible  dependable  high quality  comprehensive care for a diverse community in a safe  nurturing environment.  We believe a partnership between parents and a dedicated staff will support children in our care to become responsible  respe|''|7600 S Parnell Ave|Chicago|IL|60620|(773) 904-0195|http://www.ymcachicago.org/Jeanne Kenney|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
257|YMCA - McCormick Tribune|McCormick Tribune YMCA Child Care Program uniquely located between the Humboldt Park and Logan Square communities provides accessible  dependable  high quality comprehensive care for a culturally diverse community in a safe nurturing environment. We believe that an engaging partnership between paren|''|1834 N Lawndale Ave|Chicago|IL|60647|(773) 235-2525|http://www.ymcachicago.org/McCormick Tribune|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
258|YMCA - North Lawndale|North Lawndale YMCA is located in the Lawndale area of the City's West Side.  Our site has received a Star level rating from Illinois Quality Counts that ensures the high quality of our program. \n\nWe believe it is essential to form an engaging partnership between parents and teachers to enhance the |''|3449 W Arthington St|Chicago|IL|60624|(773) 638-0773|http://www.ymcachicago.org/North Lawndale|''|False|True|''|''|''|''|7:00am-6:00pm |''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
259|YMCA - Rauner|It is our belief that each child is a unique individual with his or her own rate of development.  Our goal is to introduce the children to as many experiences as possible however; each child will gain from these experiences in a different way.  It is our wish that children feel confident and secure |''|2700 S Western Ave|Chicago|IL|60608|(312) 506-0130|http://www.ymcachicago.org/Rauner|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
260|YMCA - South Chicago|The South Chicago YMCA serves children ages 3-12 years old.  We are licensed to provide services for 40 children in Head Start and 32 children in our school age programs.  The South Chicago YMCA is NAEYC accredited and has formed a partnership with the parents to form an alliance between parents and|''|3039 E 91st St|Chicago|IL|60617|(773) 721-9100|http://www.ymcachicago.org/South Chicago|''|True|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
261|YMCA - South Side|The South Side YMCA's Early Education and Care programs services children ages 2-12 years old.  The South Side YMCA is a full day program that operates from 7am to 6pm  Monday through Friday.  \n\nThe South Side YMCA is in partnership with Chicago's Ready to Learn Initiative and encourages families' e|''|6330 S Stony Island Ave|Chicago|IL|60637|(773) 326-2570|http://www.ymcachicago.org/South Side|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|Awards of Excellence, NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
262|Young Achievers Academy|Our mission is to prepare our children for Kindergarten and beyond.  We expose them to yoga  foreign languages  computer labs  and experiences enriched in learning opportunities.  All of our teachers are college educated  and we individualize our lessons to fit the needs and development of each stud|''|520 E 79th St|Chicago|IL|60619|(773) 846-9707|0|''|False|True|''|''|''|''|6:30am-7:00pm|''|''|''|''|''|English|''|Awards of Excellence|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
263|Young Scholars Developmental Institute|Our mission at Young Scholars Developmental Institute is to provide professional child care services to meet the needs of families; however  our ultimate purpose is to foster the success of every child  recognizing that every child is unique.|''|3038 W 59th St|Chicago|IL|60629|(773) 918-1944|http://youngscholarsdev-inst.net|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
264|Beginners Depot|0|''|2141 S 79th St|Chicago|IL|60620|(773) 783-9270|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
265|J & L Family Learning Day Care|0|''|11640 S Wentworth Ave|Chicago|IL|60628|(773) 821-1808|0|''|False|True|''|''|''|''|6:00am-8:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
266|Little Genius|Little Geniusprovides a high-quality  age specific early education and family support program for working parents that fosters children's developmental  intellectual and social growth in an environment that is safe  nurturing  affectionate and fun.|''|11439 S Michigan Ave|Chicago|IL|60628|(773) 629-8091|http://www.adasmckinley.org|''|True|False|''|''|''|''|6:00am-8:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
267|Love N Learn Academy|HBH provides Head Start services for income eligible children living within the City of Chicago in a number of community areas located on the City's South  Northwest and West side of Chicago to include 19 aldermanic wards. \n\nHenry Booth House is a nonprofit  community-based agency dedicated toward i|''|723 E 75th St|Chicago|IL|60619|(773) 723-0338|http://www.henryboothhouse.org|''|True|False|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
268|Precious Little Ones - 51st|0|''|221 E 51st St|Chicago|IL|60615|(773) 285-9902|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
269|Precious Little Ones - 63rd|0|''|22 E 63rd St|Chicago|IL|60637|(773) 891-5055|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
270|Project Org + Design Studio|elportal|''|1401 E 79th St|0|0|0|773-221-7171|www.projectorg.com|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
271|Kimball Head Start|This site offers half day and full day Head Start programs for low income  at risk children and their families. They promote the social  emotional  cognitive and physical well-being of children ages 3 to 5 with the goal of preparing children for a lifetime of learning and success. The program is acc|''|5101 N Kimball Ave|Chicago|IL|60625|(773) 509-5657|http://www.apcc-chgo.org|''|True|True|''|''|''|''|7:30am-5:30pm|''|''|''|''|''|Bosnian, Gujarati, Hindi, Philipino (Tagalog), Polish, Spanish, Creole (Belize), English, Bulgarian|''|NAEYC|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
272|Brite New Minds|HBH provides Head Start services for income eligible children living within the City of Chicago in a number of community areas located on the City's South  Northwest and West side of Chicago to include 19 aldermanic wards. \n\nHenry Booth House is a nonprofit  community-based agency dedicated toward i|''|112 E 51st St|Chicago|IL|60615|(773) 924-3090|http://www.henryboothhouse.org|''|True|False|''|''|''|''|?|''|''|''|''|''|?|''|?|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
273|Betty's Daycare Academy|Provide quality care  education and development for each child to reach their greatest potential-mentally  physically  socially and emotionally.|''|5725 W Chicago Ave|Chicago|IL|60651|(773) 261-1433|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
274|Diversey Day Care|A family centered atmosphere that fosters the social  emotional  physical  and cognitive development to children of varying abilities and diverse backgrounds. Our curriculums  lesson plans  and learning atmosphere are designed to assist children in catapulting their creativity while at the same time|''|3155 W Diversey|Chicago|IL|60647|(773) 342-7777|http://diverseydaycare.com|''|True|False|''|''|''|''|6:00am-5:30pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
275|JPE Daycare Center|0|''|8625 S Cottage Grove Ave|Chicago|IL|60619|(773) 994-1300|0|''|True|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English, Spanish|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
276|Kiddie Garden Little Angels|To provide children with a wealth of experience that they enjoy and to provide a variety of learning experiences that will develop the children's intellectual  social  emotional  physical growth and reinforce ethnic pride.|''|4235 S Kedzie Ave|Chicago|IL|60632|(773) 843-1976|0|''|False|True|''|''|''|''|6:00am-6:00pm|''|''|''|''|''|English, Spanish|''| |''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
277|Kimball Day Care|0|''|1636 N Kimball|Chicago|IL|60647|(773) 235-7200|http://kimballdaycare.org|''|True|False|''|''|''|''|6:00am-5:30pm|''|''|''|''|''|English, Spanish|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
278|Little People's Day Care|To provide tender loving care while our children are accomplishing their growth goals.  Treat each child with respect. Help them to learn in a sharing way and teach positive thinking daily.  To empower  support and encourage parents as they work toward building their families.|''|7428 N Rogers Ave|Chicago|IL|60626|(773) 761-2305|0|''|False|True|''|''|''|''|7:00am-6:00pm|''|''|''|''|''|English|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
