site_name,q_stmt,q_stmt_en,ages,ecm_key,q_rating,q_stmt_es,is_part_day,id,neighborhood_id,prg_hours,city,site_type,zip,placeholder_2,state,is_full_week,is_age_lt_3,geom,availability,is_age_gt_3,is_community_based,is_school_year,email,accred,is_hs,curriculum,language_1,language_3,language_2,is_part_week,phone,accept_ccap,address,accepted,is_ehs,is_full_day,is_full_year,url,enrollment,enrollment_en,is_home_visiting,curriculum_es,curriculum_en,open_house_en,placeholder_1,open_house,open_house_es,enrollment_es,is_cps_based
Eyes on the Future,"<p>A NAEYC accredited child development center whose mission is to provide high quality early care and education to chidlren 15 months to twelve years of age through a positive and responsive relationship as well as through a sound curriculum that provides for physical, socio-emotional, cognitive and language development.</p>","<p>A NAEYC accredited child development center whose mission is to provide high quality early care and education to chidlren 15 months to twelve years of age through a positive and responsive relationship as well as through a sound curriculum that provides for physical, socio-emotional, cognitive and language development.</p>",0 - 12,177,Gold,,True,284,108,6:00 AM - 6:00 PM,Chicago,0,60626,,IL,True,True,POINT (-87.6753109999999936 42.0084209999999914),High,True,True,False,rodrigueza@chicagocommons.org,NAEYC,True,,Spanish,,,True,773-973-0771,True,6969 N Ravenswood Ave,True,True,True,True,,,,False,,,,,,,,False
Dunbar Vocational Career Academy,"<p>SGA Youth & Family Services' Early Advantage Program helps youth with children ages birth to three become their child's first and most important teacher. Teen parents gain valuable parenting skills and develop knowledge about child development, literacy promoting behaviors, and discipline techniques.  The program is voluntary and led by experienced and qualified staff. Services include: parent-child visits, developmental screenings, groups and special activities and linkages/referral to other community resources. SGA offers Early Advantage at 11 Chicago Public high schools: Juarez, Dunbar, Gage Park, Harlan, Lake View, Crane, Kelly, Tilden, Phillips, Wells, and Austin Polytechnical.</p>","<p>SGA Youth & Family Services' Early Advantage Program helps youth with children ages birth to three become their child's first and most important teacher. Teen parents gain valuable parenting skills and develop knowledge about child development, literacy promoting behaviors, and discipline techniques.  The program is voluntary and led by experienced and qualified staff. Services include: parent-child visits, developmental screenings, groups and special activities and linkages/referral to other community resources. SGA offers Early Advantage at 11 Chicago Public high schools: Juarez, Dunbar, Gage Park, Harlan, Lake View, Crane, Kelly, Tilden, Phillips, Wells, and Austin Polytechnical.</p>",14-18,0,Licensed,,False,275,99,8:00am-3:30pm,Chicago,0,60612,,IL,True,True,POINT (-87.6172439999999995 41.8405269999999874),,False,True,False,referrals@actforchildren.org,COA,False,,,,,False,773-534-9000,False,3000 S Martin Luther King Dr,True,False,True,True,http://www.dunbarhs.org,,,True,,,,,,,,False
Rainbow Daycare,<p>To nurture children and provide quality childcare.</p>,<p>To nurture children and provide quality childcare.</p>,0 - 12,281,Silver,,False,387,114,6:00 AM - 6:00 PM,Chicago,0,60618,,IL,True,True,POINT (-87.7100839999999948 41.9540559999999800),Medium,True,True,True,rodrigueza@chicagocommons.org,,True,,,,,True,773-478-8182,True,3250 W Irving Park Rd,True,True,True,True,,,,False,,,,,,,,False
Archdiocese of Chicago - Visitation,,,,721,Licensed,,None,991,164,,Chicago,0,60609,,IL,None,None,POINT (-87.6468233546820699 41.7937610648337596),Medium,True,True,None,earlylearning@smartchicagocollaborative.org,,None,,,,,None,,None,900 W Garfield Blvd,True,None,None,None,,,,None,,,,,,,,None
Chicago Child Care Society - Englewood,,,,745,Licensed,,None,992,164,,Chicago,0,60621,,IL,None,None,POINT (-87.6382188281631755 41.7669752589649619),Medium,True,True,None,earlylearning@smartchicagocollaborative.org,,None,,,,,None,,None,7000 S Parnell Ave,True,None,None,None,,,,None,,,,,,,,None
City Colleges of Chicago - Olive Harvey,"<p>City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College, Daley College, Kennedy King College, Malcolm X College, Olive Harvey College. 
Vision:
The Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality model programs, as well as demonstration and training sites that serve faculty, students, and children of the colleges and the greater Chicago community.  </p><p>Mission:
To provide high-quality care for preschool young children of diverse backgrounds (including, dual language learners and children with disabilities), incorporating best practices based on established standards and research in the field and to provide student support to all City Colleges of Chicago attendees in order to ensure student success.</p><p>Philosophy:
The program's approach to Child Development and Education is developmentally and linguistically appropriate and demonstrates the understanding that children have individual rates of development, interests, temperaments, languages, cultural backgrounds, and  learning styles.  Families are considered the child's first teachers and are partners in their children's education.  </p><p>School Readiness Vision: The City Colleges of Chicago Laboratory Schools will prepare its children and families to be ready to succeed in Kindergarten. Our School Readiness goals include: Developing children's skill, knowledge, and attitudes necessary for success in school and for future leaning and life. ""Objective is to archive and promote the following educational goals through effective early childhood instruction: Social Competency, Emergent/Early Literacy, Emergent Math & Science, Health & Nutritional Awareness and Cultural identity & Awareness. 
We will prepare children for success in school using the Widely Held Expectations (WHE) from the Teaching Strategies GOLD observation and assess tool that is aligned with the Head Start Early Learning Framework and the Illinois Early Learning Standards (IELS). Teachers will utilize data analysis from the GOLD to plan for each child individually in school and collaborate with families to strategize on how to best support their child's development at home. </p><p>Operations: City Colleges of Chicago operates its Child Development Schools at five of its campuses. We offer services for children between 3 years old to 5 years old; the depends on the location. We welcome and provide services to children with special needs. In addition, we receive subsidized funding from Head Start, Preschool for All, and Child Care for families that qualify and we have a sliding fee scale which makes it affordable for families. Please contact the college directly to find out the specific age, hours of operation, and funding source qualifications.</p>","<p>City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College, Daley College, Kennedy King College, Malcolm X College, Olive Harvey College. 
Vision:
The Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality model programs, as well as demonstration and training sites that serve faculty, students, and children of the colleges and the greater Chicago community.  </p><p>Mission:
To provide high-quality care for preschool young children of diverse backgrounds (including, dual language learners and children with disabilities), incorporating best practices based on established standards and research in the field and to provide student support to all City Colleges of Chicago attendees in order to ensure student success.</p><p>Philosophy:
The program's approach to Child Development and Education is developmentally and linguistically appropriate and demonstrates the understanding that children have individual rates of development, interests, temperaments, languages, cultural backgrounds, and  learning styles.  Families are considered the child's first teachers and are partners in their children's education.  </p><p>School Readiness Vision: The City Colleges of Chicago Laboratory Schools will prepare its children and families to be ready to succeed in Kindergarten. Our School Readiness goals include: Developing children's skill, knowledge, and attitudes necessary for success in school and for future leaning and life. ""Objective is to archive and promote the following educational goals through effective early childhood instruction: Social Competency, Emergent/Early Literacy, Emergent Math & Science, Health & Nutritional Awareness and Cultural identity & Awareness. 
We will prepare children for success in school using the Widely Held Expectations (WHE) from the Teaching Strategies GOLD observation and assess tool that is aligned with the Head Start Early Learning Framework and the Illinois Early Learning Standards (IELS). Teachers will utilize data analysis from the GOLD to plan for each child individually in school and collaborate with families to strategize on how to best support their child's development at home. </p><p>Operations: City Colleges of Chicago operates its Child Development Schools at five of its campuses. We offer services for children between 3 years old to 5 years old; the depends on the location. We welcome and provide services to children with special needs. In addition, we receive subsidized funding from Head Start, Preschool for All, and Child Care for families that qualify and we have a sliding fee scale which makes it affordable for families. Please contact the college directly to find out the specific age, hours of operation, and funding source qualifications.</p>",3-5,167,Gold,,None,919,145,,Chicago,0,60628,,IL,None,False,POINT (-87.5921159999999617 41.7105364999999892),Medium,True,True,None,srobertson14@ccc.edu,,None,,,,,None,773-291-6317,None,"10001 S Woodlawn Ave, #1105",True,None,None,None,,,,None,,,,,,,,False
City Colleges of Chicago - Truman,"<p>City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College, Daley College, Kennedy King College, Malcolm X College, Olive Harvey College. 
Vision:
The Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality model programs, as well as demonstration and training sites that serve faculty, students, and children of the colleges and the greater Chicago community.  </p><p>Mission:
To provide high-quality care for preschool young children of diverse backgrounds (including, dual language learners and children with disabilities), incorporating best practices based on established standards and research in the field and to provide student support to all City Colleges of Chicago attendees in order to ensure student success.</p><p>Philosophy:
The program's approach to Child Development and Education is developmentally and linguistically appropriate and demonstrates the understanding that children have individual rates of development, interests, temperaments, languages, cultural backgrounds, and  learning styles.  Families are considered the child's first teachers and are partners in their children's education.  </p><p>School Readiness Vision: The City Colleges of Chicago Laboratory Schools will prepare its children and families to be ready to succeed in Kindergarten. Our School Readiness goals include: Developing children's skill, knowledge, and attitudes necessary for success in school and for future leaning and life. ""Objective is to archive and promote the following educational goals through effective early childhood instruction: Social Competency, Emergent/Early Literacy, Emergent Math & Science, Health & Nutritional Awareness and Cultural identity & Awareness. 
We will prepare children for success in school using the Widely Held Expectations (WHE) from the Teaching Strategies GOLD observation and assess tool that is aligned with the Head Start Early Learning Framework and the Illinois Early Learning Standards (IELS). Teachers will utilize data analysis from the GOLD to plan for each child individually in school and collaborate with families to strategize on how to best support their child's development at home. </p><p>Operations: City Colleges of Chicago operates its Child Development Schools at five of its campuses. We offer services for children between 2 years old to 5 years old; the depends on the location. We welcome and provide services to children with special needs. In addition, we receive subsidized funding from Head Start, Preschool for All, and Child Care for families that qualify and we have a sliding fee scale which makes it affordable for families. Please contact the college directly to find out the specific age, hours of operation, and funding source qualifications.</p>","<p>City Colleges of Chicago has Child Development Laboratory Schools at five of its colleges:  Truman College, Daley College, Kennedy King College, Malcolm X College, Olive Harvey College. 
Vision:
The Child Development Laboratory Schools will lead City Colleges of Chicago in providing high-quality model programs, as well as demonstration and training sites that serve faculty, students, and children of the colleges and the greater Chicago community.  </p><p>Mission:
To provide high-quality care for preschool young children of diverse backgrounds (including, dual language learners and children with disabilities), incorporating best practices based on established standards and research in the field and to provide student support to all City Colleges of Chicago attendees in order to ensure student success.</p><p>Philosophy:
The program's approach to Child Development and Education is developmentally and linguistically appropriate and demonstrates the understanding that children have individual rates of development, interests, temperaments, languages, cultural backgrounds, and  learning styles.  Families are considered the child's first teachers and are partners in their children's education.  </p><p>School Readiness Vision: The City Colleges of Chicago Laboratory Schools will prepare its children and families to be ready to succeed in Kindergarten. Our School Readiness goals include: Developing children's skill, knowledge, and attitudes necessary for success in school and for future leaning and life. ""Objective is to archive and promote the following educational goals through effective early childhood instruction: Social Competency, Emergent/Early Literacy, Emergent Math & Science, Health & Nutritional Awareness and Cultural identity & Awareness. 
We will prepare children for success in school using the Widely Held Expectations (WHE) from the Teaching Strategies GOLD observation and assess tool that is aligned with the Head Start Early Learning Framework and the Illinois Early Learning Standards (IELS). Teachers will utilize data analysis from the GOLD to plan for each child individually in school and collaborate with families to strategize on how to best support their child's development at home. </p><p>Operations: City Colleges of Chicago operates its Child Development Schools at five of its campuses. We offer services for children between 2 years old to 5 years old; the depends on the location. We welcome and provide services to children with special needs. In addition, we receive subsidized funding from Head Start, Preschool for All, and Child Care for families that qualify and we have a sliding fee scale which makes it affordable for families. Please contact the college directly to find out the specific age, hours of operation, and funding source qualifications.</p>",2-5,169,Licensed,,None,915,129,,Chicago,0,60640,,IL,None,True,POINT (-87.6590226000000001 41.9650862999999816),High,True,True,None,firizarry2@ccc.edu,,True,,,,,None,773-907-4740,None,1145 W Wilson Ave,True,None,True,None,,,,None,,,,,,,,False
Concordia Place - Seeley,"<p>Concordia Place serves children ages two to five. We have been NAEYC accredited since 1998. </p><p>Concordia uses a sliding tuition scale so that we may serve all families, regardless of income. The result is that families can afford to remain in the workforce and raise their children.  More than half of our enrolled families are subsidized either through our sliding tuition scale, scholarships and Chicago Ready to Learn and Child Care Assistance Program funding.</p><p>Our approach creates an environment with a multi-faceted diversity; children learn side-by-side with children from varied economic levels, race, ethnic descent, faith traditions, and family structures.</p>","<p>Concordia Place serves children ages two to five. We have been NAEYC accredited since 1998. </p><p>Concordia uses a sliding tuition scale so that we may serve all families, regardless of income. The result is that families can afford to remain in the workforce and raise their children.  More than half of our enrolled families are subsidized either through our sliding tuition scale, scholarships and Chicago Ready to Learn and Child Care Assistance Program funding.</p><p>Our approach creates an environment with a multi-faceted diversity; children learn side-by-side with children from varied economic levels, race, ethnic descent, faith traditions, and family structures.</p>",2-5,170,Gold,,False,263,144,7:00 AM - 6:00 PM,Chicago,0,60618,,IL,True,True,POINT (-87.6798859999999678 41.9521339999999938),High,True,True,False,kcollias@concordia-chgo.org,NAEYC,False,,Spanish,,,True,773-935-3739,True,3855 N Seeley St,True,False,True,True,http://www.concordiaplace.org,,,False,,,,,,,,False
Chicago Lighthouse for People who are Blind or Visually Impaired,,,,722,Licensed,,None,993,127,,Chicago,0,60608,,IL,None,None,POINT (-87.6724008998451865 41.8672604674326081),High,True,True,None,earlylearning@smartchicagocollaborative.org,,None,,,,,None,,None,1850 W Roosevelt Rd,True,None,None,None,,,,None,,,,,,,,None
State of Illinois Child Development Center,<p>Our center is located in the heart of downtown Chicago. We are conveniently located by all public transportation.  Most of our parents have government positions.  We have 5 classrooms ranging from 2 through Kindergarten and we offer a summer cultural camp for children ages 6-12 years.  We have a beautiful new playground on the rooftop and we have another large-motor room on the second floor developed by Kohl Museum.  All of our teachers have their Bachelors degree in Early Childhood Education.  We have 20 children enrolled in each of our preschool rooms with 3 full-time teachers; a great ratio.</p>,<p>Our center is located in the heart of downtown Chicago. We are conveniently located by all public transportation.  Most of our parents have government positions.  We have 5 classrooms ranging from 2 through Kindergarten and we offer a summer cultural camp for children ages 6-12 years.  We have a beautiful new playground on the rooftop and we have another large-motor room on the second floor developed by Kohl Museum.  All of our teachers have their Bachelors degree in Early Childhood Education.  We have 20 children enrolled in each of our preschool rooms with 3 full-time teachers; a great ratio.</p>,2-6,173,Gold,,False,421,136,7:30 AM - 6:00 PM,Chicago,0,60601,,IL,True,True,POINT (-87.6325619999999930 41.8850759999999767),High,True,True,True,solsz@yahoo.com,NAEYC,False,,,,,False,312-814-4782,True,"160 N LaSalle St, #201",True,False,True,True,http://www.earlychildcareservices.com,,,False,,,,,,,,False
Henry Booth House - Kids R First,"<p>HBH provides Head Start services for income eligible children living within the City of Chicago in a number of community areas located on the City's South, Northwest and West side of Chicago to include 19 aldermanic wards. </p><p>Henry Booth House is a nonprofit, community-based agency dedicated toward improving the quality of life for culturally and economically diverse families by providing comprehensive, early childhood education and social services, including a Head Start Program. HBH owns two center-based sites; one located in Near South community with a majority of the families speaking Madarin and Cantonese and another site located in Hegewsich community serving a large population of Spanish speaking children: with a collaborative relationship with 30 community partner sites operating half-day Head Start programming in collaboration with child care. Through collaborations children and families are afforded a full day experience in preparation for kindergarten readiness. The community partner programs receive monitoring, training and technical assistance from HBH managers and coordinators to ensure quality programs.</p>","<p>HBH provides Head Start services for income eligible children living within the City of Chicago in a number of community areas located on the City's South, Northwest and West side of Chicago to include 19 aldermanic wards. </p><p>Henry Booth House is a nonprofit, community-based agency dedicated toward improving the quality of life for culturally and economically diverse families by providing comprehensive, early childhood education and social services, including a Head Start Program. HBH owns two center-based sites; one located in Near South community with a majority of the families speaking Madarin and Cantonese and another site located in Hegewsich community serving a large population of Spanish speaking children: with a collaborative relationship with 30 community partner sites operating half-day Head Start programming in collaboration with child care. Through collaborations children and families are afforded a full day experience in preparation for kindergarten readiness. The community partner programs receive monitoring, training and technical assistance from HBH managers and coordinators to ensure quality programs.</p>",,0,Licensed,,False,517,168,,Chicago,0,60620,,IL,False,False,POINT (-87.6528459999999825 41.7468420000000009),,False,True,True,kidsrfirstheadstart@hotmail.com,,True,,,,,False,773-783-8080,True,1155 W 81st St,True,False,False,False,http://www.henryboothhouse.org,,,False,,,,,,,,False
Charles Sumner Math & Science Community Academy ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,403,Gold,,False,865,125,,Chicago,0,60624,,IL,True,False,POINT (-87.7330469999999707 41.8708809999999545),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-6730,False,4320 W 5th Ave,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610194 ,,,False,,,,,,,,True
Ninos Heroes Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,616,Gold,,True,709,140,,Chicago,0,60617,,IL,True,False,POINT (-87.5517239999999788 41.7433289999999744),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-6694,False,8344 S Commercial Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609961,,,False,,,,,,,,True
North River Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,618,Gold,,True,792,112,,Chicago,0,60625,,IL,True,False,POINT (-87.7073960000000028 41.9623229999999836),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-0590,False,4416 N Troy St,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610354,,,False,,,,,,,,True
George B Swift Elementary Specialty School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,469,Gold,,True,866,174,,Chicago,0,60660,,IL,True,False,POINT (-87.6584849999999989 41.9894960000000026),Low,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-2695,False,5900 N Winthrop Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610196 ,,,False,,,,,,,,True
Onward Neighborhood House - Belmont Cragin,"<p>Onward Neighborhood House provides children with a learning environment that will assist them in advancing socially, intellectually, physically, and emotionally in a manner appropriate to their age and developmenal stage. Many parent engagement opportunities are available throughout the program year, with the ultimate goal of empowing parents to advocate for themselves and their families. The center serves children ages 2-12 in center based and homebased. Bilingual and bicultural staff work with children and families.</p>","<p>Onward Neighborhood House provides children with a learning environment that will assist them in advancing socially, intellectually, physically, and emotionally in a manner appropriate to their age and developmenal stage. Many parent engagement opportunities are available throughout the program year, with the ultimate goal of empowing parents to advocate for themselves and their families. The center serves children ages 2-12 in center based and homebased. Bilingual and bicultural staff work with children and families.</p>",2-12,233,Gold,,False,370,117,7:00 AM - 6:00 PM,Chicago,0,60639,,IL,True,True,POINT (-87.7623320000000007 41.9312579999999926),High,True,True,False,dwebb@onwardhouse.org,NAEYC,True,,Spanish,,Polish,False,773-622-3215,True,5423 W Diversey St,True,True,True,True,http://www.onwardneighborhoodhouse.org,,,True,,,,,,,,False
Edward White Elementary Career Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,437,Silver,,False,898,148,,Chicago,0,60643,,IL,True,False,POINT (-87.6503649999999652 41.6722349999999793),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-5672,False,1136 W 122nd St,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610315 ,,,False,,,,,,,,True
Norwood Park Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,619,Gold,,True,793,134,,Chicago,0,60631,,IL,True,False,POINT (-87.8029360000000025 41.9880899999999855),Medium,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-1198,False,5900 N Nina Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610099,,,False,,,,,,,,True
William E B Dubois Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 to 5,688,Silver,,False,644,149,,Chicago,0,60827,,IL,True,False,POINT (-87.6140060000000034 41.6536569999999884),High,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-535-5582,False,330 E 133rd St,True,False,True,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610364,,,False,,,,,,,,True
William E Dever Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>","<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3 - 5,689,Gold,,True,634,115,,Chicago,0,60634,,IL,True,False,POINT (-87.8130139999999813 41.9421969999999931),Low,True,False,True,readysetenroll@cps.edu,,False,,,,,False,773-534-3090,False,3436 N Osceola Ave,True,False,False,False,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609884,,,False,,,,,,,,True
Frazier Preparatory Academy,,,,744,Licensed,,None,994,128,,Chicago,0,60623,,IL,None,None,POINT (-87.7182344874850628 41.8610921296246374),Low,True,True,None,earlylearning@smartchicagocollaborative.org,,None,,,,,None,,None,3711 W Douglas Blvd,True,None,None,None,,,,None,,,,,,,,None
Gads Hill Center - Archer Children's Program,"<p>Gads Hill Center, a social service organization established in 1898, creates opportunities for children and their families to build a better life through education, access to resources, and community engagement. Our Child Development Center offers half and full day programming for children ages 2.5 - 5 and family support and resource referral to their families. We partner with the community to offer nutrition workshops, safety seat workshops and ESL courses, among other parent education opportunities.</p>","<p>Gads Hill Center, a social service organization established in 1898, creates opportunities for children and their families to build a better life through education, access to resources, and community engagement. Our Child Development Center offers half and full day programming for children ages 2.5 - 5 and family support and resource referral to their families. We partner with the community to offer nutrition workshops, safety seat workshops and ESL courses, among other parent education opportunities.</p>",2.5 - 5,0,Licensed,,False,510,153,,Chicago,0,60632,,IL,False,True,POINT (-87.7021409999999975 41.8155940000000044),,False,True,False,lromero@gadshillcenter.org,,True,,,,,False,773-269-6595,True,4236 S Archer Ave,True,False,False,False,http://gadshillcenter.org,,,True,,,,,,,,False
Family Focus - Lawndale,"<p>The mission of Family Focus is to promote the well being of children from birth by supporting and strengthening their families in and with their communities. Family Focus Lawndale provides an array of family support services that meet the needs of parents, teen parents, foster parents and grandparents in Lawndale and surrounding areas. From prenatal pregnancy and doula support to advocacy groups for grandparents raising grandchildren, Family Focus Lawndale strives to partner with the parents of our communities.</p>","<p>The mission of Family Focus is to promote the well being of children from birth by supporting and strengthening their families in and with their communities. Family Focus Lawndale provides an array of family support services that meet the needs of parents, teen parents, foster parents and grandparents in Lawndale and surrounding areas. From prenatal pregnancy and doula support to advocacy groups for grandparents raising grandchildren, Family Focus Lawndale strives to partner with the parents of our communities.</p>",0-adult,0,Licensed,,False,289,128,9:00am-5:00pm,Chicago,0,60624,,IL,True,True,POINT (-87.7134489999999829 41.8693209999999993),,True,True,False,Sherneron.Hilliard@family-focus.org,,False,,Spanish,,,False,773-722-5057,False,3517 W Arthington St,True,False,True,True,http://www.family-focus.org,,,True,,,,,,,,False
Gads Hill Center - Kove Learning Academy,<p>Kove Learning Academy provides high-quality early education programming to children ages 3-5.</p>,<p>Kove Learning Academy provides high-quality early education programming to children ages 3-5.</p>,3-5,179,Licensed,,True,299,162,6:00 AM - 6:00 PM,Chicago,0,60629,,IL,True,False,POINT (-87.7018539999999973 41.7641119999999901),High,True,True,False,ahollins@gadshillcenter.org,,True,,Spanish,,,False,773-476-3083,True,3137 W 71st St,True,False,True,True,http://www.gadshillcenter.org,,,False,,,,,,,,False
Salvation Army - All Things are Possible,"<p>This program provides half-day Head Start services to children, ages 3-5 years and their families. In addition to the noteworthy educational services children receive; family support services are provided in the area of health and nutrition, mental wellness, and job readiness training.</p>","<p>This program provides half-day Head Start services to children, ages 3-5 years and their families. In addition to the noteworthy educational services children receive; family support services are provided in the area of health and nutrition, mental wellness, and job readiness training.</p>",3-5,344,Licensed,,True,534,122,8:30-Noon/12:30PM-4PM,Chicago,0,60651,,IL,False,False,POINT (-87.7267719999999969 41.8956449999999876),Medium,True,True,True,Leon_Denton@usc.salvationarmy.org,,True,,Spanish,,,True,773-489-2464,False,4014 W Chicago Ave,True,False,False,False,http://www.salvationarmy.org,,,False,,,,,,,,False
