ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
474|George W Curtis ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|32 E 115th St|Chicago|IL|60628|(773) 535-5050|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609900|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
475|George W Tilton ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|223 N Keeler Ave|Chicago|IL|60624|(773) 534-6746|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610202 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
476|George Washington Carver Primary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|902 E 133rd Pl|Chicago|IL|60827|(773) 535-5674|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609845|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
477|George Washington ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3611 E 114th St|Chicago|IL|60617|(773) 535-5010|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610219 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
478|Gerald Delgado Kanoon Elementary Magnet School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2233 S Kedzie Ave|Chicago|IL|60623|(773) 534-1736|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609920|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
479|Grover Cleveland ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3121 W Byron St|Chicago|IL|60618|(773) 534-5130|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609857|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
480|Hannah G Solomon ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6206 N Hamlin Ave|Chicago|IL|60659|(773) 534-5226|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610182 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
481|Hanson Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5411 W Fullerton Ave|Chicago|IL|60639|(773) 534-3100|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610068|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
482|Harold Washington ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|9130 S University Ave|Chicago|IL|60619|(773) 535-6225|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610124 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
483|Harriet Beecher Stowe ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3444 W Wabansia Ave|Chicago|IL|60647|(773) 534-4175|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610192 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
484|Harriet E Sayre Elementary Language Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1850 N Newland Ave|Chicago|IL|60707|(773) 534-3351|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610158 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
485|Helen M Hefferan ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4409 W Wilcox St|Chicago|IL|60624|(773) 534-6192|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609985|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
486|Helen Peirce International Studies ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1423 W Bryn Mawr Ave|Chicago|IL|60660|(773) 534-2440|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610122|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
487|Helge A Haugan ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4540 N Hamlin Ave|Chicago|IL|60625|(773) 534-5040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609972|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
488|Henry Clay ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|13231 S Burley Ave|Chicago|IL|60633|(773) 535-5600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609856|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
489|Henry D Lloyd ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2103 N Lamon Ave|Chicago|IL|60639|(773) 534-3070|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610040|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
490|Henry H Nash ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4837 W Erie St|Chicago|IL|60644|(773) 534-6125|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610092|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
491|Henry O Tanner ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7350 S Evans Ave|Chicago|IL|60619|(773) 535-3870|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610279 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
492|Hiram H Belding ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4207 W Irving Park Road|Chicago|IL|60641|(773) 534-3590|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609798|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
493|Horace Greeley ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|832 W Sheridan Rd|Chicago|IL|60613|(773) 534-5800|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609850|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
494|Horace Mann ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8050 S Chappel Ave|Chicago|IL|60617|(773) 535-6640|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610052|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
495|Ida B Wells Preparatory Elementary Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|249 E 37th St|Chicago|IL|60653|(773) 535-1204|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610110 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
496|Ira F Aldridge ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|630 E 131st St|Chicago|IL|60827|(773) 535-5614|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609848|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
497|Irma C Ruiz ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2410 S Leavitt St|Chicago|IL|60608|(773) 535-4825|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610125|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
498|Irvin C Mollison Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4415 S Dr Martin L King Jr Dr|Chicago|IL|60653|(773) 535-1804|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610276|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
499|Isabelle C O'Keeffe ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6940 S Merrill Ave|Chicago|IL|60649|(773) 535-0600|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610103|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
500|Jackie Robinson ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4225 S Lake Park Ave|Chicago|IL|60653|(773) 535-1777|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610256|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
501|Jacob Beidler ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3151 W Walnut St|Chicago|IL|60612|(773) 534-6811|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609797|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
502|James B Farnsworth ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5414 N Linder Ave|Chicago|IL|60630|(773) 534-3535|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609912|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
503|James B McPherson ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4728 N Wolcott Ave|Chicago|IL|60640|(773) 534-2625|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610070|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
504|James G Blaine ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1420 W Grace St|Chicago|IL|60613|(773) 534-5750|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609803|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
505|James Hedges ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4747 S Winchester Ave|Chicago|IL|60609|(773) 535-7360|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609983|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
506|James Madison ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|7433 S Dorchester Ave|Chicago|IL|60619|(773) 535-0551|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610047|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
507|James Monroe ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3651 W Schubert Ave|Chicago|IL|60647|(773) 534-4155|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610074|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
508|James N Thorp ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8914 S Buffalo Ave|Chicago|IL|60617|(773) 535-6250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610200 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
509|James Otis ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|525 N Armour St|Chicago|IL|60642|(773) 534-7665|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610107|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
510|James R Doolittle Jr ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|535 E 35th st|Chicago|IL|60616|(773) 535-1040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609891|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
511|James Russell Lowell ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3320 W Evergreen Ave|Chicago|IL|60651|(773) 534-4300|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610044|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
512|James Shields ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4250 S Rockwell St|Chicago|IL|60632|(773) 535-7285|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610174 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
513|James Wadsworth ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6650 S Ellis Ave|Chicago|IL|60637|(773) 535-0730|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610213 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
514|James Ward ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2701 S Shields Ave|Chicago|IL|60616|(773) 534-9050|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610217 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
515|James Weldon Johnson Elem School of Excellence|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1420 S Albany Ave|Chicago|IL|60623|(773) 534-1829|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610274|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
516|Jane A Neil Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8555 S Michigan Ave|Chicago|IL|60619|(773) 535-3000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610093|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
517|Jane Addams Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|10810 S Avenue H|Chicago|IL|60617|(773) 535-6210|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609772|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
518|Jean Baptiste Beaubien ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5025 N Laramie Ave|Chicago|IL|60630|(773) 534-3500|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609796|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
519|Jensen Elementary Scholastic Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3030 W Harrison St|Chicago|IL|60612|(773) 534-6840|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610271|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
520|Jesse Owens Elementary Community Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|12450 S State St|Chicago|IL|60628|(773) 535-5475|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609943|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
521|Jesse Sherwood ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|245 W 57th St|Chicago|IL|60621|(773) 535-0829|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610173 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
522|Johann W von Goethe ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2236 N Rockwell St|Chicago|IL|60647|(773) 534-4135|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609942|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
523|John A Walsh ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2015 S Peoria St|Chicago|IL|60608|(773) 534-7950|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610216 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
524|John B Drake ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2710 S Dearborn St|Chicago|IL|60616|(773) 534-9129|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609894|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
525|John B Murphy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3539 W Grace St|Chicago|IL|60618|(773) 534-5223|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610089|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
526|John Barry ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4634 W Diversey Ave|Chicago|IL|60641|(773) 534-3455|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609789|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
527|John C Burroughs ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3542 S Washtenaw Ave|Chicago|IL|60632|(773) 535-7226|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609829|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
528|John C Dore ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6108 S Natoma Ave|Chicago|IL|60638|(773) 535-2080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609893|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
529|John Charles Haines ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|247 W 23rd Pl|Chicago|IL|60616|(773) 534-9200|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609959|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
530|John D Shoop Math-Science Technical Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|11140 S Bishop St|Chicago|IL|60643|(773) 535-2715|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610176 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
531|John Fiske ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6020 S Langley Ave|Chicago|IL|60637|(773) 535-0990|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609919|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
532|John Foster Dulles Elem School of Excellence|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6311 S Calumet Ave|Chicago|IL|60637|(773) 535-0690|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610263|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
