Agency ID	Agency Name	Site ID	Site Name	Address	City	State	Zip Code	Phone Number	URL	Ages Served	Ages Zero To Three	Ages Three To Five	Part Day Program	Full Day Program	Full Year Program	School Year Program	Operating Hours	School Based	Community Based	Head Start Program	Accept CCAP	Home Visiting	Other Languages	Other Features	Accreditation	Universal Application	Quality Rating	Slots available	Site AKA Name	Center Description	Center Description (Spanish)	Neighborhood ID	Neighberhood Name	Geocode Coordinates	Part Week Program	Full Week Program	Early Head Start Program	CEL ID	Email	Curriculum	Community / Region ID	Community / Region Name	Last Update Date	Active	Display On CEL
22	Chicago Public Schools	1471	Clay	13231 S BURLEY AVE	Chicago	IL	60633	(773)535-5600	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609856	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	0	0	0				1	Licensed	Few or No Slots	Henry Clay Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		150	Hegewisch	SRID=4326;POINT (-87.5426979999999588 41.6520969999999764)	0	1	0	611	JLLaurincik@cps.edu		30	HEGEWISCH	12-04-2017	1	
22	Chicago Public Schools	248	Cleveland	3121 W. Byron St	Chicago	IL	60618	(773)-534-5130	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609857	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Grover Cleveland Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		114	Irving Park	SRID=4326;POINT (-87.7063330000000008 41.9521030000000152)	0	1	0	612	DDWard@cps.edu		34	IRVING PARK	12-04-2017	1	
22	Chicago Public Schools	1472	Clinton	6110 N FAIRFIELD AVE	Chicago	IL	60659	(773)534-2025	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609859	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	DeWitt Clinton Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		118	West Ridge	SRID=4326;POINT (-87.6982550000000032 41.9924040000000005)	0	1	0	613	mdelgado3@cps.edu		73	WEST RIDGE	12-04-2017	1	
22	Chicago Public Schools	1473	Colemon	1441 W 119TH ST	Chicago	IL	60643	(773)535-3975	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610199	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Silver	Few or No Slots	Johnnie Colemon Elementary Academy	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		148	West Pullman	SRID=4326;POINT (-87.6594399999999752 41.6775480000000016)	0	1	0	614	ptwilliams@cps.edu		72	WEST PULLMAN	12-04-2017	1	
22	Chicago Public Schools	1356	Coles	8441 S Yates	Chicago	IL	60617	(773)-535-6550	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609862	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Slots Available	Edward Coles Elementary Language Academy	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		140	South Chicago	SRID=4326;POINT (-87.5654679999999672 41.7417439999999687)	0	1	0	615	jdase@cps.edu		61	SOUTH CHICAGO	12-04-2017	1	
22	Chicago Public Schools	516	Columbia Explorers	4520 S. Kedzie Ave.	Chicago	IL	60632	(773)-535-4050	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610170	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	0	0	0				1	Licensed	Few or No Slots	Columbia Explorers Elementary Academy	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		153	Brighton Park	SRID=4326;POINT (-87.7045394999999957 41.8108949000000010)	0	1	0	921	EMConsidine@cps.edu		12	BRIGHTON PARK	12-04-2017	1	
22	Chicago Public Schools	1474	Columbus	1003 N LEAVITT ST	Chicago	IL	60622	(773)534-4350	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609863	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Christopher Columbus Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		123	West Town	SRID=4326;POINT (-87.6820290000000000 41.8995439999999917)	0	1	0	616	WAOleksy@cps.edu		74	WEST TOWN	12-04-2017	1	
22	Chicago Public Schools	252	Cook	8150 S. Bishop		IL	60620	(773)-535-3315	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609864	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	John W Cook Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		168	Auburn Gresham	SRID=4326;POINT (-87.6598509999999891 41.7452299999999852)	0	1	0	617	mellerson@cps.k12.il.us		5	AUBURN GRESHAM	12-04-2017	1	
22	Chicago Public Schools	255	Cooper	1624 W. 19th Street		IL	60608	(773)-534-7205	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609867	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	1	0	0				1	Gold	Slots Available	Peter Cooper Elementary Dual Language Academy	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		131	Lower West Side	SRID=4326;POINT (-87.6664399999999659 41.8559849999999898)	0	1	0	618	MAlba7@cps.edu		42	LOWER WEST SIDE	12-04-2017	1	
22	Chicago Public Schools	946	Corkery	2510 S Kildare Ave.		IL	60623	(773)-534-1650	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609870	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	1	0	0				1	Silver	Few or No Slots	Daniel J Corkery Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		130	South Lawndale	SRID=4326;POINT (-87.7310899999999805 41.8455149999999634)	0	1	0	619	CRDevensfalk@cps.edu		63	SOUTH LAWNDALE	12-04-2017	1	
22	Chicago Public Schools	1475	Courtenay	4420 N BEACON ST	Chicago	IL	60640	(773)534-5790	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610355	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	0	0	0				1	Licensed	Few or No Slots	Mary E Courtenay Elementary Language Arts Center	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		129	Uptown	SRID=4326;POINT (-87.6609551999999894 41.9625322999999852)	0	1	0	620	MSKing@cps.edu		65	UPTOWN	12-04-2017	1	
22	Chicago Public Schools	1305	Crown	2128 S St Louis Ave	Chicago	IL	60623	(773)-534-1680	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609873	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	1	0	0				1	Gold	Slots Available	Crown Community Academy of Fine Arts Center ES	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		128	North Lawndale	SRID=4326;POINT (-87.7123629999999821 41.8526709999999937)	0	1	0	621			51	NORTH LAWNDALE	12-04-2017	1	
22	Chicago Public Schools	1415	Cuffe	8324 S Racine Ave	Chicago	IL	60620	(773)-535-8250	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610003	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	0	0	0				1	Gold	Slots Available	Paul Cuffe Math-Science Technology Academy ES	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		168	Auburn Gresham	SRID=4326;POINT (-87.6537549999999754 41.7424459999999726)	0	1	0	622			5	AUBURN GRESHAM	12-04-2017	1	
22	Chicago Public Schools	259	Curtis	32 East 115th Street		IL	60628	(773)-535-5050	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609900	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	1	0	0				1	Gold	Slots Available	George W Curtis Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		143	Roseland	SRID=4326;POINT (-87.6222089999999838 41.6853520000000017)	0	1	0	624	smcclain4@cps.edu		60	ROSELAND	12-04-2017	1	
22	Chicago Public Schools	947	Daley	5024 S Wolcott Ave		IL	60609	(773)-535-9091	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610239	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	1	0	0				1	Gold	Few or No Slots	Richard J Daley Elementary Academy	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		157	New City	SRID=4326;POINT (-87.6721119999999843 41.8021839999999969)	0	1	0	625	rgjackson-hoskins@cps.edu		49	NEW CITY	12-04-2017	1	
22	Chicago Public Schools	1476	Darwin	3116 W BELDEN AVE	Chicago	IL	60647	(773)534-4110	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609875	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Charles R Darwin Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		121	Logan Square	SRID=4326;POINT (-87.7053889999999825 41.9232499999999817)	0	1	0	626	MESegovia@cps.edu		40	LOGAN SQUARE	12-04-2017	1	
22	Chicago Public Schools	1052	Davis N	3014 W. 39th Place		IL	60632	(773)-535-4540	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609876	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	1	0	0				1	Silver	Few or No Slots	Nathan S Davis Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		153	Brighton Park	SRID=4326;POINT (-87.6999219999999866 41.8217849999999771)	0	1	0	627	SGomez1@cps.edu		12	BRIGHTON PARK	12-04-2017	1	
22	Chicago Public Schools	1477	Dawes	3810 W 81ST PL	Chicago	IL	60652	(773)535-2350	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609879	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Charles Gates Dawes Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		167	Ashburn	SRID=4326;POINT (-87.7171539999999794 41.7450169999999900)	0	1	0	628	MCDixon@cps.edu		4	ASHBURN	12-04-2017	1	
22	Chicago Public Schools	1478	De Diego	1313 N CLAREMONT AVE	Chicago	IL	60622	(773)534-4451	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610313	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Jose De Diego Elementary Community Academy	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		123	West Town	SRID=4326;POINT (-87.6858419999999654 41.9051729999999623)	0	1	0	629	jjmenoni@cps.edu		74	WEST TOWN	12-04-2017	1	
22	Chicago Public Schools	641	Deneen	7240 S. Wabash Ave.	Chicago	IL	60619	(773)-535-3035	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609883	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Charles S Deneen Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		165	Greater Grand Crossing	SRID=4326;POINT (-87.6240279999999814 41.7624239999999887)	0	1	0	632	kcflanagan@cps.edu		29	GREATER GRAND CROSSING	12-04-2017	1	
22	Chicago Public Schools	948	DePriest	139 S Parkside Ave		IL	60639	(773)-534-6800	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610367	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	1	0	0				1	Gold	Few or No Slots	Oscar DePriest Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		124	Austin	SRID=4326;POINT (-87.7656080000000003 41.8779409999999856)	0	1	0	631	MLWatson@cps.edu		6	AUSTIN	12-04-2017	1	
22	Chicago Public Schools	1180	Dett	2131 W. Monroe	Chicago	IL	60612	(773)-534-7160	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610252	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	1	0	0				1	Gold	Slots Available	Robert Nathaniel Dett Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		127	Near West Side	SRID=4326;POINT (-87.6805860000000052 41.8796959999999601)	0	1	0	633	dbonner@cps.edu		48	NEAR WEST SIDE	12-04-2017	1	
22	Chicago Public Schools	1479	Dever	3436 N OSCEOLA AVE	Chicago	IL	60634	(773)534-3090	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609884	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	William E Dever Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		115	Dunning	SRID=4326;POINT (-87.8130139999999813 41.9421969999999931)	0	1	0	634	jfmajor@cps.edu		19	DUNNING	12-04-2017	1	
22	Chicago Public Schools	1232	Dewey	5415 S Union Ave	Chicago	IL	60609	(773)-535-1666	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609885	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	0	0	0				1	Licensed	Few or No Slots	Dewey Elementary Academy of Fine Arts	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		157	New City	SRID=4326;POINT (-87.6417427999999461 41.7952794999999924)	0	1	0	635	CRodgers1@cps.edu		49	NEW CITY	12-04-2017	1	
22	Chicago Public Schools	1480	Dirksen	8300 W Addison ST	Chicago	IL	60634	(773)-589-2757	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609874	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Everett McKinley Dirksen Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		115	Dunning	SRID=4326;POINT (-87.8341839152844557 41.9450383662080668)	0	1	0	636	delucas@cps.edu		55	OHARE	12-04-2017	1	
22	Chicago Public Schools	1481	Disney	4140 N MARINE DR	Chicago	IL	60613	(773)534-5840	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610363	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Walt Disney Magnet Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		129	Uptown	SRID=4326;POINT (-87.6461509999999748 41.9570769999999413)	0	1	0	637	KHagstrom@cps.edu		65	UPTOWN	12-04-2017	1	
22	Chicago Public Schools	1482	Disney II ES	3815 N KEDVALE AVE	Chicago	IL	60641	(773)534-3750	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610515	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Walt Disney II Magnet School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		114	Irving Park	SRID=4326;POINT (-87.7306519999999779 41.9500789999999881)	0	1	0	638	kespeth@cps.edu		34	IRVING PARK	12-04-2017	1	
22	Chicago Public Schools	1483	Dixon	8306 S SAINT LAWRENCE AVE	Chicago	IL	60619	(773)535-3834	http://www.dixon.cps.k12.il.us	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Silver	Few or No Slots	Arthur Dixon Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		138	Chatham	SRID=4326;POINT (-87.6110120000000023 41.7431269999999870)	0	1	0	639	TDPerry@cps.edu		15	CHATHAM	12-04-2017	1	
22	Chicago Public Schools	288	Doolittle	535 East 35th Street		IL	60616	(773)-535-1040	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609891	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	1	0	0				1	Gold	Few or No Slots	James R Doolittle Jr Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		99	Douglas	SRID=4326;POINT (-87.6128428000000099 41.8311180999999550)	0	1	0	641	lenorwood@cps.edu		18	DOUGLAS	12-04-2017	1	
22	Chicago Public Schools	1484	Dore	6108 S NATOMA AVE	Chicago	IL	60638	(773)535-2080	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609893	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Silver	Few or No Slots	John C Dore Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		160	Clearing	SRID=4326;POINT (-87.7874849999999896 41.7805049999999838)	0	1	0	642	tmbasurto@cps.edu		17	CLEARING	12-04-2017	1	
22	Chicago Public Schools	1416	Drake	2710 S Dearborn St	Chicago	IA		(773)-534-9129	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609894	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	1	0	0				1	Gold	Few or No Slots	John B Drake Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		99	Douglas	SRID=4326;POINT (-87.6288600000000173 41.8441790999999768)	0	1	0	643			18	DOUGLAS	12-04-2017	1	
22	Chicago Public Schools	963	DuBois	330 E 133rd St		IL	60827	(773)-535-5582	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610364	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	0	0	0				1	Silver	Few or No Slots	William E B Dubois Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		149	Riverdale	SRID=4326;POINT (-87.6140060000000034 41.6536569999999884)	0	1	0	644			58	RIVERDALE	12-04-2017	1	
22	Chicago Public Schools	290	Dulles	6311 South Calumet		IL	60637	(773)-535-0690	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610263	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	1	0	0				1	Licensed	Few or No Slots	John Foster Dulles Elementary School of Excellence	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		165	Greater Grand Crossing	SRID=4326;POINT (-87.6172370000000029 41.7798019999999966)	0	1	0	645	jrmcmahon@cps.edu		29	GREATER GRAND CROSSING	12-04-2017	1	
22	Chicago Public Schools	1485	Dunne	10845 S UNION AVE	Chicago	IL	60628	(773)535-5517	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610188	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Silver	Few or No Slots	Dunne Technology Academy	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		143	Roseland	SRID=4326;POINT (-87.6400890000000032 41.6970249999999965)	0	1	0	646	CRByrd-wright@cps.edu		60	ROSELAND	12-04-2017	1	
22	Chicago Public Schools	1486	Durkin Park	8445 S KOLIN AVE	Chicago	IL	60652	(773)535-2322	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610352	3 years to 5 years	0	1	1	0	1	0	From  To 	1	0	0	0	0				1	Silver	Few or No Slots	Durkin Park Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		167	Ashburn	SRID=4326;POINT (-87.7300620000000038 41.7393749999999883)	0	1	0	647	DJRedmond@cps.edu		4	ASHBURN	12-04-2017	1	
22	Chicago Public Schools	292	Dvorak	3615 West 16th		IL	60623	(773)-534-1690	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610254	3 years to 5 years	0	1	0	1	1	0	From  To 	1	0	1	0	0				1	Silver	Few or No Slots	Dvorak Technology Academy	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		128	North Lawndale	SRID=4326;POINT (-87.7158050000000031 41.8589459999999889)	0	1	0	648	lkjohnson2@cps.edu		51	NORTH LAWNDALE	12-04-2017	1	
22	Chicago Public Schools	1358	Earle	2040 W. 62nd St	Chicago	IL	60636	(773)-535-9130	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609897	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	0	0	0				1	Gold	Few or No Slots	Charles W Earle Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		163	West Englewood	SRID=4326;POINT (-87.6753399999999914 41.7811500999999907)	0	1	0	649	cpetties@cps.edu		69	WEST ENGLEWOOD	12-04-2017	1	
22	Chicago Public Schools	950	Edwards	4950 S LaPorte		IL	60632	(773)-535-4875	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609903	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	0	0	0				1	Licensed	Few or No Slots	Richard Edwards Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		151	Garfield Ridge	SRID=4326;POINT (-87.7466988999999984 41.8022949999999298)	0	1	0	653	jmsauri@cps.edu		2	ARCHER HEIGHTS	12-04-2017	1	
22	Chicago Public Schools	298	Ellington	243 N. Parkside		IL	60644	(773)-534-6361	http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609904	3 years to 5 years	0	1	1	1	1	0	From  To 	1	0	1	0	0				1	Gold	Few or No Slots	Edward K Ellington Elementary School	<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>		124	Austin	SRID=4326;POINT (-87.7666779999999846 41.8854779999999991)	0	1	0	654	smscott3@cps.edu		6	AUSTIN	12-04-2017	1	
