Site ID	Site Name	Address	City	State	Zip Code	Phone Number	URL	Ages Served	Ages Zero To Three	Ages Three To Five	Part Day Program	Full Day Program	Full Year Program	School Year Program	Operating Hours	School Based	Community Based	Head Start Program	Accept CCAP	Home Visiting	Other Languages	Other Features	Accreditation	Quality Rating	Slots available
1232	Dewey	5415 S Union Ave	Chicago	IL	60609	(773)-535-1666			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1227	Diana's Playpen of Little Geniuses	6236 S Western Ave	Chicago	IL	60636	(773)-737-6700			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1437	Dirksen	8601 W FOSTER AVE	Chicago	IL	60656	(773)534-1090			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1438	Disney	4140 N MARINE DR	Chicago	IL	60613	(773)534-5840			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1439	Disney II ES	3815 N KEDVALE AVE	Chicago	IL	60641	(773)534-3750			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
976	Diversey Day Care	3155 W. Diversey	Chicago	IL	60647	(773)-342-7777			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1440	Dixon	8306 S SAINT LAWRENCE AVE	Chicago	IL	60619	(773)535-3834			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
288	Doolittle	535 East 35th Street		IL	60616	(773)-535-1040			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1441	Dore	6108 S NATOMA AVE	Chicago	IL	60638	(773)535-2080			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
177	Dorothy Gautreaux	975 E. 132nd St.		IL	60827	(773)-291-1000			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1586	Dorsey Developmenal Institute	2050 E. 93rd St	Chicago	IL		773-375-4300			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
17	Dr. Deton J. Brooks Child Development Center	6921 S. Stony Island		IL	60649	(773)-966-1603			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1629	Drake			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1319	Dream Child Development	1836 W 87th St	Chicago	IL	60620	(773)-715-6265			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
963	DuBois	330 E 133rd St		IL	60827	(773)-535-5582			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
290	Dulles	6311 South Calumet		IL	60637	(773)-535-0690			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1442	Dunne	10845 S UNION AVE	Chicago	IL	60628	(773)535-5517			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1443	Durkin Park	8445 S KOLIN AVE	Chicago	IL	60652	(773)535-2322			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
292	Dvorak	3615 West 16th		IL	60623	(773)-534-1690			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1358	Earle	2040 W. 62nd St	Chicago	IL	60636	(773)-535-9130			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1587	Early Child Care Services	160 N. LaSalle St. 201	Chicago	IL		312-814-4782			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1268	East Side Development Center	13338 S Brandon	Chicago	IL	60633	(773)-646-2223			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1444	Edison Park	6220 N OLCOTT AVE	Chicago	IL	60631	(773)534-0960			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
950	Edwards	4950 S LaPorte		IL	60632	(773)-535-4875			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
578	Effie Ellis	4301 S Cottage Grove	Chicago	IL	60653	(773)-548-9839			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
298	Ellington	243 N. Parkside		IL	60644	(773)-534-6361			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1170	Ericson	3600 W. 5th Ave.	Chicago	IL	60624	(773)-534-6660			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
69	Erie Community Center	1701 W. Superior	Chicago	IL	60622	(312)-563-5800			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
68	Erie House	1347 W. Erie	Chicago	IL	60622	(312)-666-3430			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
626	Erie Neighborhood House-Charter School SA	1405 N Washtenaw Ave	Chicago	IL	60622	(773)-486-7161			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1588	Erikson Institute	451 N Lasalle st	Chicago	IL		312-893-7138			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
302	Esmond	1865 West Montvale		IL	60643	(773)-535-2650			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1171	Everett	3419 S. Bell Ave.	Chicago	IL	60608	(773)-535-4550			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1630	Evers			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1054	Eyes on the Future	6969 N. Ravenswood	Chicago	IL	60626	(773)-973-0771			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1445	Fairfield	6201 S FAIRFIELD AVE	Chicago	IL	60629	(773)535-9500			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1589	Fairyland Nursery School	4350 N. Milwaukee Ave	Chicago	IL		773-725-1246			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
305	Falconer	3020 North Lamon Ave.		IL	60641	(773)-534-2560			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1301	Family Focus - Englewood	6727 S Western Ave	Chicago	IL	60636	(773)-962-0366			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1300	Family Focus - Lawndale	3517 W Arthington St	Chicago	IL	60624	(773)-722-5057			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1302	Family Focus - Nuestra Familla	4145 W Armitage Ave	Chicago	IL	60639	(773)-276-0940			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
203	Family Outreach Initiative	845 W 69th St.	Chicago	IL	60621	(773)-382-4702			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
307	Faraday	3250 West Monroe		IL	60624	(773)-534-3560			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1446	Farnsworth	5414 N LINDER AVE	Chicago	IL	60630	(773)534-3535			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1447	Farragut HS	2345 S CHRISTIANA AVE	Chicago	IL	60623	(773)534-1300			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
726	FCCH-Alejandra Flores	3443 W. 71st Place		IL	60629	(773)-776-7545			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
803	FCCH-Angelita Yugsi	6547 S Knox Ave		IL	60629	(773)-414-4532			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1129	FCCH-Claudia Larios	4711 S Wolcott Ave	Chicago	IL	60609	(773)-843-0095			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1239	FCCH-Debra Baker	1728 N Austin Ave		IL	60639	(773)-237-6009			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1375	FCCH-Delgado Mercedes	7711 S. Keating Ave	Chicago	IL	60652				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1338	FCCH-Diana G. Macias	6137 W. nelson St	Chicago	IL	60634				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1342	FCCH-Ileana Gonzalez	4250 W. 81st Street	Chicago	IL	60652				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1369	FCCH-Isabel and Ade Gutierrez (N)	5256 S. Homan	Chicago	IL	60632				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1373	FCCH-Jacquelin Hopgood-German	10003 S Morgan St	Chicago	IL	60643	(773)-239-5355			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1348	FCCH-Juan L. Fuentes	5708 S. Rockwell St.		IL	60629				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1253	FCCH-Latashie Taiwo	8609 S Ingleside Ave	Chicago	IL	60619	(847)-208-5315			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1330	FCCH-Laura Maldonado	4810 S.. Kedvale Ave	Chicago	IL	60632				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1333	FCCH-Maria Rosalba Zermeno	3234 W 66th St	Chicago	IL	60629	(773)-501-4327			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1335	FCCH-Martha Cruz-Ornelas	2445 S. Trumbull Ave	Chicago	IL	60623				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1336	FCCH-Mary Pratts	2857 W. 55th St		IL	60632				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
913	FCCH-Michelle Padilla	7973 S. Kolin Ave.		IL	60652	(773)-899-8144			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1374	FCCH-Nancy Aguirre	4015 W. 59th Street	Chicago	IL	60629				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1282	FCCH-Netonia Burrell	1242 W 73rd Pl	Chicago	IL	60636	(773)-521-1600			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1044	FCCH-Patricia Coba	2719 S Millard		IL	60623	(773)-522-2345			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1004	FCCH-Patricia Hernandez	4958 S Racine Ave		IL	60609	(312)-287-8166			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1003	FCCH-Patricia Oros	2826 W 40th Pl		IL	60632	(773)-523-2223			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1331	FCCH-Perla Yasuda	4612 W. 82nd Street	Chicago	IL	60652				0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
758	FCCH-Rosa Lopez	4924 S Keeler	Chicago	IL	60632	(773)-581-8869			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1149	FCCH-Sara Leon de Diaz	6235 S Parkside Ave		IL	60638	(773)-581-1731			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1117	FCCH-Sherisse Holmes	4119 W 16th St.	Chicago	IL	60623	(312)-235-5342			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1043	FCCH-Shirley Oliver	6020 S Paulina	Chicago	IL	60636	(773)-912-6264			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
920	FCCH-Susie Cannon	5921 W Rice		IL	60651	(773)-378-4342			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1045	FCCH-Tita Jackson	604 E 88th St		IL	60619	(773)-216-6576			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1037	FCCH-Tosha Kelly-Rushton	8050 S Honore		IL	60620	(773)-559-4498			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
178	Fellowship House	844 W. 32nd St.		IL	60608	(312)-326-2282			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1152	Fernwood	10041 S Union Ave	Chicago	IL	60628	(773)-535-2700			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
520	FIFTH CITY	3411 W 5th Ave	Chicago	IL	60624	(773)-826-8686			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
951	Finkl	2332 S Western Ave.		IL	60608	(773)-535-5850			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
523	Firman House South	5401 S. Wentworth Ave.		IL	60609	(773)-451-3400			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
63	Firman House West	37 W. 47th St.		IL	60609	(773)-373-3400			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
530	Firman West II SA 4644 S. Dearborn	4644 S. Dearborn		IL	60609	(773)-373-3400			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
572	First Start Children's Academy	4753 W. Washington Blvd	Chicago	IL	60644	(773)-379-4928			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1100	First Start Children's Academy South	5700 S Ashland Ave, 1st Fl	Chicago	IL	60636	(773)-778-4850			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1366	First Step Learning Daycare	6401 S Ashland Ave	Chicago	IL	60636	(773)-434-3100			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1181	Fiske	6020 S. Langley	Chicago	IL	60637	(773)-535-0990			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1383	Foresight Children's Learning Center Inc.	101 E 69th St.	Chicago	IL	60637	(773)-488-5700			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1172	Fort Dearborn	9025 S. Throop St.	Chicago	IL	60620	(773)-535-2680			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1448	Foster Park	8530 S WOOD ST	Chicago	IL	60620	(773)535-2725			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1590	Frazier Preparatory Academy	3711 W. Douglass Blvd	Chicago	IL		773-521-1303			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1022	Fresh Start Day Care Center	6924 W. North Avenue	Chicago	IL	60707	(773)-479-2870			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
188	Fuller	4214 S. St. Lawrence		IL	60653	(773)-535-1687			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
287	Fulton	5300 S. Hermitage		IL	60609	(773)-535-9000			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
952	Funston	2010 N Central Park		IL	60647	(773)-534-4125			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
289	Gale	1631 W. Jonquil Terrace		IL	60626	(773)-534-2100			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1631	Gallistel			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1632	Garvey			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
291	Gary	3740 W. 31st St.		IL	60623	(773)-534-1455			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
181	George E Taylor	3232 W Division		IL	60651	(773)-489-3157			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1134	GH Archer (4234)	4234 S Archer Ave	Chicago	IL	60632	(773)-269-6595			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1382	GH Archer (4236)	4236 S Archer Ave	Chicago	IL	60632	(773)-269-6586			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
59	GH Cullerton Location	1919 W. Cullerton	Chicago	IL	60608	(312)-226-0963			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
579	GH Sinai Community Ogden	2653 W. Ogden Ave	Chicago	IL	60608	(773)-521-1196			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1385	Gifted Children Academy	1522 W. Howard St. #24	Chicago	IL	60626	(773)-381-1603			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1247	Gilchrist Marchman - Fosco	1312 S Racine Ave	Chicago	IL	60608	(312)-492-7402			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1449	Gillespie	9301 S STATE ST	Chicago	IL	60619	(773)535-5065			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1032	Gina's Unbelievable	7239 S. Dobson		IL	60619	(773)-324-2010			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1450	Goethe	2236 N ROCKWELL ST	Chicago	IL	60647	(773)534-4135			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
296	Goudy	5120 N. Winthrop		IL	60640	(773)-534-2480			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1321	Graham Crackers	10650 S Michigan Ave	Chicago	IL	60628	(773)-468-1128			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
297	Graham ES	4436 S. Union		IL	60609	(773)-535-1308			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1451	Gray	3730 N LARAMIE AVE	Chicago	IL	60641	(773)534-3520			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1379	Great Expectations	1146 S California Ave	Chicago	IL	60612	(773)-533-7700			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1452	Greeley	832 W SHERIDAN RD	Chicago	IL	60613	(773)534-5800			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1453	Green	1150 W 96TH ST	Chicago	IL	60643	(773)535-2575			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1454	Greene	3525 S HONORE ST	Chicago	IL	60609	(773)535-4560			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1309	Gregory	3715 W Polk St	Chicago	IL	60624	(773)-534-6820			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
299	Gresham	8524 S. Green		IL	60620	(773)-535-3350			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1455	Grimes	5450 W 64TH PL	Chicago	IL	60638	(773)535-2364			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1456	Grissom	12810 S ESCANABA AVE	Chicago	IL	60633	(773)535-5380			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
118	Guadalupano Family Center	1814 S. Paulina	Chicago	IL	60608	(312)-666-3883			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
70	Guadalupe Reyes Children & Family Center	1951 W. 19th St.	Chicago	IL	60608	(312)-997-2021			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1457	Gunsaulus	4420 S SACRAMENTO AVE	Chicago	IL	60632	(773)535-7215			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1634	Hafferan			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1458	Haines	247 W 23RD PL	Chicago	IL	60616	(773)534-9200			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
245	Haley	11411 S. Eggleston		IL	60628	(773)-535-5340			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
953	Hamline	4652 S Bishop		IL	60609	(773)-535-4565			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1633	Hammond			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1233	Hanson Park	5411 W Fullerton Ave	Chicago	IL	60639	(773)-534-3100			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1591	Happy Holiday Nursery & Kindergarten	401 E. 111th St	Chicago	IL		773-821-7009			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1459	Harte	1556 E 56TH ST	Chicago	IL	60637	(773)535-0870			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1173	Harvard	7525 S. Harvard	Chicago	IL	60620	(773)-535-3045			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1248	Haugan	4540 N Hamlin	Chicago	IL	60625	(773)-534-5040			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
304	Hay	1018 N. Laramie		IL	60651	(773)-534-6000			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1073	Haymarket Center	120 N Sangamon	Chicago	IL	60607	(312)-226-7984			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1460	Hayt	1518 W GRANVILLE AVE	Chicago	IL	60660	(773)534-2040			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1592	Healthy Families Chicago	2100 S. Marshall Blvd	Chicago	IL		773-257-0111			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1461	Healy	3010 S PARNELL AVE	Chicago	IL	60616	(773)534-9190			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
306	Hearst	4640 S. Lamon Ave		IL	60638	(773)-535-2376			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1350	Heaven's Learning Garden	7801 S Wolcott	Chicago	IL	60620	(773)-994-5437			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1462	Hedges	4747 S WINCHESTER AVE	Chicago	IL	60609	(773)535-7360			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1651	Hefferan			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
827	Hegewisch	2725 E 130th St		IL	60633	(773)-646-2400			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1635	Henderson			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
308	Hendricks	4316 S. Princeton		IL	60609	(773)-535-1696			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1463	Henry	4250 N SAINT LOUIS AVE	Chicago	IL	60618	(773)534-5060			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1464	Herzl	3711 W DOUGLAS BLVD	Chicago	IL	60623	(773)534-1480			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1636	Hibbard			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
312	Higgins	11710 S. Morgan	Chicago	IL	60643	(773)-535-5625			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1241	High Mountain	919 N Lavergne		IL	60651	(773)-626-3997			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1593	Higher Learning Daycare & Education Center	2526 E. 73rd St.	Chicago	IL		773-734-1251			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1465	Hitch	5625 N MCVICKER AVE	Chicago	IL	60646	(773)534-1189			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1466	Holden	1104 W 31ST ST	Chicago	IL	60608	(773)535-7200			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
313	Holmes	955 W. Garfield		IL	60621	(773)-535-9025			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1594	Holy Family Ministries-Little Learners Academy	3415 W. Arthington	Chicago	IL		773-265-0550			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
20	Hope for Youth	5900 W. Iowa		IL	60651	(773)-626-0322			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1242	Hope for Youth	5900 W Iowa		IL	60651	(773)-626-0322			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
55	Howard Area Family Center	7510 N. Ashland		IL	60626	(773)-764-7610			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1467	Howe	720 N LOREL AVE	Chicago	IL	60644	(773)534-6060			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1637	Hughes C			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
373	Hughes L	240 W. 104th St	Chicago	IL	60628	(773)-535-5075			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1085	Hunt's Early Childhood Educational Academy	2701 W 79th St	Chicago	IL	60652	(773)-863-8260			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
315	Hurley	3849 W. 69th Place		IL	60629	(773)-535-2068			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
158	Ida B. Wells at Dawson	3901 S. State	Chicago	IL	60609	(773)-536-7864			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1195	Imani Children's Academy	11443 S Halsted St	Chicago	IL	60628	(773)-660-9667			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1595	Improved Child Care-Albany Child Care	5954 S. Albany Ave	Chicago	IL		773-737-7810			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
204	Incarnation	1345 N. Karlov	Chicago	IL	60651	(773)-276-4118			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1303	Infant Welfare Society of Chicago	3600 W Fullerton Ave	Chicago	IL	60647	(773)-782-5057			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1468	Inter-American	851 W WAVELAND AVE	Chicago	IL	60613	(773)534-5490			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1469	Irving	749 S OAKLEY BLVD	Chicago	IL	60612	(773)534-7295			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1380	It Takes A Village Early Learning Ctr (4020)	4020 W Division St	Chicago	IL	60651	(773)-772-9940			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1190	It Takes a Village Services Inc (4000)	4000 W Division St	Chicago	IL	60651	(773)-276-1730			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1298	J & L Family Learning Day Care	11640 South Wentworth Ave	Chicago	IL	60628	(773)-821-1808			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
317	Jackson M	917 W. 88th St.		IL	60620	(773)-535-3341			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1470	Jahn	3149 N WOLCOTT AVE	Chicago	IL	60657	(773)534-5500			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1471	Jamieson	5650 N MOZART ST	Chicago	IL	60659	(773)534-2395			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1265	Jelly Bean 61st	448 E 61St.		IL	60637	(773)-733-5861			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1266	Jelly Bean 63rd	1455 W 63rd St	Chicago	IL	60636	(773)-321-5096			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1033	Jelly Bean 71st	358-370 E 71st St		IL	60636	(773)-873-8888			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
554	Jelly Bean 74th St	7419 S. Cottage Grove Ave		IL	60619	(773)-846-7396			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
595	Jelly Bean 85th	8501 S ASHLAND		IL	60620	(773)-239-5437			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1378	Jenkins Institute of Love	8907 S Cottage Grove Ave	Chicago	IL	60619	(773)-723-3938			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
318	Jenner	1119 N. Cleveland		IL	60610	(773)-534-8440			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
1638	Jensen			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
320	Johnson	1420 S. Albany		IL	60623	(773)-534-1829			0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
557	Jones Academy	4344 S. Wentworth Ave		IL	60609	(773)-536-3757			0	0	0	0	0	0	From  To 	0	0	0	0	0					Slots Available
1639	Joplin			IL					0	0	0	0	0	0	From 00:00 To 00:00	0	0	0	0	0				None	Slots Available
